SALE PRICE,address,latitude,longitude,neighborhood,burough,zip code,GROSS SQUARE FEET,land sq feet
480000,"922 CLARENCE AVENUE,BRONX,NY",40.83348915,-73.8178853,COUNTRY CLUB,BRONX,10465,1188,1701
301600,"3287 LAFAYETTE AVENUE,BRONX,NY",40.833486799999996,-73.81671234,COUNTRY CLUB,BRONX,10465,654,1020
15150000,"522 WEST 157TH STREET,MANHATTAN,NY",40.833215,-73.94329994,WASHINGTON HEIGHTS LOWER,MANHATTAN,10032,42546,7091
700000,"953 ST.NICHOLAS AVE,MANHATTAN,NY",40.83299845,-73.94094685,WASHINGTON HEIGHTS LOWER,MANHATTAN,10032,1656,1070
445000,"2209 ELLIS AVENUE,BRONX,NY",40.8329012,-73.85072221,WESTCHESTER,BRONX,10462,1371,2575
1130000,"950 ST NICHOLAS AVENUE,MANHATTAN,NY",40.83279885,-73.94046434,WASHINGTON HEIGHTS LOWER,MANHATTAN,10032,3320,920
765000,"864 WILCOX AVENUE,BRONX,NY",40.83252775,-73.81838205,COUNTRY CLUB,BRONX,10465,2324,2372
7573500,"100 HUGH J GRANT CIRCLE,BRONX,NY",40.832515,-73.8608265,CASTLE HILL/UNIONPORT,BRONX,10472,12785,18750
9292249,"1225 WEBSTER AVENUE,BRONX,NY",40.832482299999995,-73.9097282,MELROSE/CONCOURSE,BRONX,10456,12960,2800
499000,"3060 BARKLEY AVENUE,BRONX,NY",40.83248025,-73.82274705,THROGS NECK,BRONX,10465,1070,3025
455000,"2258 GLEASON AVENUE,BRONX,NY",40.832079,-73.84872139,WESTCHESTER,BRONX,10462,1331,2575
430000,"1054 REVERE AVE,BRONX,NY",40.83198655,-73.82830835,THROGS NECK,BRONX,10465,1280,2500
476500,"853 VINCENT AVENUE,BRONX,NY",40.8316984,-73.81935195,COUNTRY CLUB,BRONX,10465,1317,1758
1515000,"914 ST NICHOLAS AVENUE,MANHATTAN,NY",40.831310200000004,-73.94094304,WASHINGTON HEIGHTS LOWER,MANHATTAN,10032,3068,1088
400000,"2258 POWELL AVENUE,BRONX,NY",40.83130495,-73.84868673,WESTCHESTER,BRONX,10462,1188,1854
565000,"1052 QUINCY AVENUE,BRONX,NY",40.8311527,-73.8298137,THROGS NECK,BRONX,10465,1230,5000
440000,"1057 QUINCY AVE,BRONX,NY",40.83108535,-73.83035955,THROGS NECK,BRONX,10465,1296,1800
529000,"1051 QUINCY AVENUE,BRONX,NY",40.83096045,-73.83025346,THROGS NECK,BRONX,10465,1296,3932
469487,"1284 UNION AVE,BRONX,NY",40.8307643,-73.89851379999999,MORRISANIA/LONGWOOD,BRONX,10459,1518,2037
599000,"850 HOLLYWOOD AVENUE,BRONX,NY",40.83066565,-73.82166020000001,THROGS NECK,BRONX,10465,1616,2500
1500000,"1893 AMSTERDAM AVENUE,MANHATTAN,NY",40.8306362,-73.94335835,HARLEM-UPPER,MANHATTAN,10032,4200,2500
515000,"1036 SWINTON AVENUE,BRONX,NY",40.83041065,-73.83030713,THROGS NECK,BRONX,10465,1200,2825
14000000,"1883 AMSTERDAM AVENUE,MANHATTAN,NY",40.83031045,-73.94351755,HARLEM-UPPER,MANHATTAN,10032,9615,2500
375000,"738 WILCOX AVENUE,BRONX,NY",40.83023025,-73.81640665,COUNTRY CLUB,BRONX,10465,922,3000
432000,"1234 MANOR AVENUE,BRONX,NY",40.8301849,-73.87642290000001,SOUNDVIEW,BRONX,10472,1392,2000
760000,"1860 GLEASON AVENUE,BRONX,NY",40.83015445,-73.86290475,SOUNDVIEW,BRONX,10472,2250,5325
1130000,"1193 FULTON AVENUE,BRONX,NY",40.83010495,-73.90530081,MORRISANIA/LONGWOOD,BRONX,10456,2268,8316
703101,"1211 FRANKLIN AVENUE,BRONX,NY",40.83010445,-73.90408359,MORRISANIA/LONGWOOD,BRONX,10456,1956,2059
465000,"935 REVERE AVENUE,BRONX,NY",40.8300535,-73.8271565,THROGS NECK,BRONX,10465,1258,2500
2000000,"1254 SOUTHERN BOULEVARD,BRONX,NY",40.8299768,-73.8916797,MORRISANIA/LONGWOOD,BRONX,10459,5000,5000
510000,"1940 POWELL AVENUE,BRONX,NY",40.82989355,-73.85930959999999,CASTLE HILL/UNIONPORT,BRONX,10472,1152,2704
8000000,"1861 AMSTERDAM AVENUE,MANHATTAN,NY",40.8298806,-73.94408680000001,HARLEM-UPPER,MANHATTAN,10031,11500,6072
400000,"1932 POWELL AVENUE,BRONX,NY",40.82985895,-73.8595664,CASTLE HILL/UNIONPORT,BRONX,10472,1152,2704
555000,"1005 SWINTON AVENUE,BRONX,NY",40.8296169,-73.83017205,THROGS NECK,BRONX,10465,1318,3742
510000,"1214 MANOR AVE,BRONX,NY",40.82960885,-73.87633346,SOUNDVIEW,BRONX,10472,1392,2000
500000,"1143 UNDERHILL AVENUE,BRONX,NY",40.82959435,-73.8622594,SOUNDVIEW,BRONX,10472,1410,2500
460000,"1217 MANOR AVENUE,BRONX,NY",40.82959145,-73.87678203,SOUNDVIEW,BRONX,10472,1400,2000
615000,"1148 LELAND AVENUE,BRONX,NY",40.8295222,-73.8627223,SOUNDVIEW,BRONX,10472,1792,2500
270000,"819 LOGAN AVE,BRONX,NY",40.82925545,-73.82226212,THROGS NECK,BRONX,10465,800,2500
470000,"3011 PHILIP AVENUE,BRONX,NY",40.82921865,-73.82134342,THROGS NECK,BRONX,10465,1332,1800
545000,"811 LOGAN AVENUE,BRONX,NY",40.8290819,-73.82210205,THROGS NECK,BRONX,10465,964,5000
3395000,"850 ST NICHOLAS AVENUE,MANHATTAN,NY",40.8290314,-73.94179436,HARLEM-UPPER,MANHATTAN,10031,4944,1340
450000,"2911 SCOTT PLACE,BRONX,NY",40.8288314,-73.82376632,THROGS NECK,BRONX,10465,1008,2500
17000000,"48 ST NICHOLAS PLACE,MANHATTAN,NY",40.82865615,-73.94111457,HARLEM-CENTRAL,MANHATTAN,10031,42924,9908
635000,"2913 PHILIP AVENUE,BRONX,NY",40.8283435,-73.82324958,THROGS NECK,BRONX,10465,1824,2500
3500000,"828 ST NICHOLAS AVENUE,MANHATTAN,NY",40.8283275,-73.9421876,HARLEM-UPPER,MANHATTAN,10031,9842,2200
550000,"617 CLARENCE AVENUE,BRONX,NY",40.828073100000005,-73.81402086,COUNTRY CLUB,BRONX,10465,1700,2358
598000,"834 CALHOUN AVENUE,BRONX,NY",40.8279979,-73.8260072,THROGS NECK,BRONX,10465,1479,5000
300000,"609 CLARENCE AVENUE,BRONX,NY",40.8279036,-73.8138869,COUNTRY CLUB,BRONX,10465,825,2358
312500,"646 ELLSWORTH AVE,BRONX,NY",40.8278975,-73.81663085,COUNTRY CLUB,BRONX,10465,1016,3742
385000,"839 CALHOUN AVENUE,BRONX,NY",40.82779675,-73.8263723,THROGS NECK,BRONX,10465,1050,3600
1950000,"602 W 147TH STREET,MANHATTAN,NY",40.8277266,-73.94994947,HARLEM-UPPER,MANHATTAN,10031,2307,1499
479000,"833 CALHOUN AVENUE,BRONX,NY",40.82766895,-73.82638756,THROGS NECK,BRONX,10465,1533,2600
1600000,"420 WEST 150TH STREET,MANHATTAN,NY",40.82752465,-73.94366077,HARLEM-UPPER,MANHATTAN,10031,2520,1352
2100000,"414 WEST 149TH STREET,MANHATTAN,NY",40.8268252,-73.94394638,HARLEM-UPPER,MANHATTAN,10031,4112,1898
32000000,"676 RIVERSIDE DRIVE,MANHATTAN,NY",40.826786,-73.9520191,HARLEM-UPPER,MANHATTAN,10031,102068,12000
2420000,"427 CONVENT AVENUE,MANHATTAN,NY",40.8266939,-73.94444200000001,HARLEM-UPPER,MANHATTAN,10031,2688,1360
450000,"813 SWINTON AVE,BRONX,NY",40.8264576,-73.82747281,THROGS NECK,BRONX,10465,825,2500
2000000,"409 WEST 148TH STREET,MANHATTAN,NY",40.82640045,-73.94394305,HARLEM-UPPER,MANHATTAN,10031,4784,1998
370000,"507 WEIHER COURT,BRONX,NY",40.82632495,-73.90862958,MORRISANIA/LONGWOOD,BRONX,10456,1152,695
785000,"560 ELLSWORTH AVENUE,BRONX,NY",40.82628505,-73.81531077,THROGS NECK,BRONX,10465,2500,2500
11200000,"905 BRUSH AVENUE,BRONX,NY",40.8262809,-73.8404869,EAST RIVER,BRONX,10465,20000,77835
425000,"1086 FOX STREET,BRONX,NY",40.8261794,-73.89360740000001,MORRISANIA/LONGWOOD,BRONX,10459,1266,2000
550000,"741 CALHOUN AVENUE,BRONX,NY",40.82612835,-73.82495695,THROGS NECK,BRONX,10465,1600,3017
25000000,"612 WEST 144TH STREET,MANHATTAN,NY",40.8259975,-73.9517747,HARLEM-UPPER,MANHATTAN,10031,51570,12488
519000,"733 CALHOUN AVENUE,BRONX,NY",40.8259414,-73.82480425,THROGS NECK,BRONX,10465,1600,2500
1400000,"3757 EAST TREMONT AVENUE,BRONX,NY",40.82593825,-73.82099575,THROGS NECK,BRONX,10465,950,5930
10800000,"295 WEST 150TH STREET,MANHATTAN,NY",40.825809299999996,-73.938864,HARLEM-CENTRAL,MANHATTAN,10039,30624,7727
535000,"2126 QUIMBY AVENUE,BRONX,NY",40.82575679999999,-73.85167712,CASTLE HILL/UNIONPORT,BRONX,10473,1780,2575
570000,"723 CALHOUN AVENUE,BRONX,NY",40.82571045,-73.82460641,THROGS NECK,BRONX,10465,1600,2500
550000,"2878 RANDALL AVENUE,BRONX,NY",40.8256641,-73.8222714,THROGS NECK,BRONX,10465,1600,2181
700000,"917 OLMSTEAD AVENUE,BRONX,NY",40.82554535,-73.85297815,CASTLE HILL/UNIONPORT,BRONX,10473,1980,4283
640000,"1075 KELLY STREET,BRONX,NY",40.8255044,-73.89610858,MORRISANIA/LONGWOOD,BRONX,10459,1680,2100
2650000,"385 CONVENT AVENUE,MANHATTAN,NY",40.8254234,-73.94542238,HARLEM-UPPER,MANHATTAN,10031,1800,750
515000,"866 HAVEMEYER AVE,BRONX,NY",40.82535679,-73.84624153,CASTLE HILL/UNIONPORT,BRONX,10473,1504,2351
1995000,"431 WEST 146TH STREET,MANHATTAN,NY",40.82530560000001,-73.9452345,HARLEM-UPPER,MANHATTAN,10031,2265,1424
2650000,"733 ST. NICHOLAS AVENUE,MANHATTAN,NY",40.82521155,-73.94424461,HARLEM-UPPER,MANHATTAN,10031,5272,1672
419000,"570 LOGAN AVENUE,BRONX,NY",40.82518315,-73.81823956,THROGS NECK,BRONX,10465,1044,2276
2170000,"2057 STORY AVENUE,BRONX,NY",40.8251027,-73.85357213,CASTLE HILL/UNIONPORT,BRONX,10473,5564,2576
2450000,"515 WEST 144TH STREET,MANHATTAN,NY",40.82505355,-73.94873635,HARLEM-UPPER,MANHATTAN,10031,3480,1674
4300000,"730 ST NICHOLAS AVENUE,MANHATTAN,NY",40.8249092,-73.94369829,HARLEM-CENTRAL,MANHATTAN,10031,8100,3033
480000,"2147 HERMANY AVENUE,BRONX,NY",40.82474425,-73.85070162,CASTLE HILL/UNIONPORT,BRONX,10473,1376,2575
430000,"575 EDISON,BRONX,NY",40.8245468,-73.81933670000001,THROGS NECK,BRONX,10465,1402,2661
540000,"1046 COLGATE AVENUE,BRONX,NY",40.8244424,-73.88079470000001,SOUNDVIEW,BRONX,10472,1614,2142
3125000,"346 CONVENT AVENUE,MANHATTAN,NY",40.82437205,-73.94678426,HARLEM-UPPER,MANHATTAN,10031,3708,2447
7300000,"304 WEST 147TH STREET,MANHATTAN,NY",40.82412545,-73.94161819,HARLEM-CENTRAL,MANHATTAN,10039,14646,4000
2075000,"1501 BRUCKNER BLVD,BRONX,NY",40.824043100000004,-73.8786457,SOUNDVIEW,BRONX,10472,1044,10000
2890000,"513 WEST 142ND STREET,MANHATTAN,NY",40.82396265,-73.95008545,HARLEM-UPPER,MANHATTAN,10031,3516,1599
1400000,"334 CONVENT AVENUE,MANHATTAN,NY",40.82393125,-73.94710009,HARLEM-UPPER,MANHATTAN,10031,4479,2367
4650000,"469 WEST 143RD STREET,MANHATTAN,NY",40.82389925,-73.94799635,HARLEM-UPPER,MANHATTAN,10031,5810,1799
3000000,"472 WEST 143RD STREET,MANHATTAN,NY",40.8236111,-73.9483333,HARLEM-UPPER,MANHATTAN,10031,4464,1632
2800000,"103 HAMILTON PLACE,MANHATTAN,NY",40.82334845,-73.94975798,HARLEM-UPPER,MANHATTAN,10031,2394,1080
3200000,"311 CONVENT AVENUE,MANHATTAN,NY",40.8230987,-73.94700641,HARLEM-CENTRAL,MANHATTAN,10031,3371,2000
580000,"2012 TURNBULL AVENUE,BRONX,NY",40.8230872,-73.85460571,CASTLE HILL/UNIONPORT,BRONX,10473,1782,3058
3175000,"456 WEST 142ND STREET,MANHATTAN,NY",40.82281775,-73.94831479999999,HARLEM-UPPER,MANHATTAN,10031,4369,1799
3535000,"34 HAMILTON TERRACE,MANHATTAN,NY",40.8228119,-73.94671025,HARLEM-CENTRAL,MANHATTAN,10031,4122,1900
549000,"536 CALHOUN AVENUE,BRONX,NY",40.822755,-73.82157105,THROGS NECK,BRONX,10465,1600,2502
1244026,"197 EDGECOMBE AVENUE,MANHATTAN,NY",40.82261595,-73.94461814,HARLEM-CENTRAL,MANHATTAN,10030,2802,1667
1512500,"52 HAMILTON PLACE,MANHATTAN,NY",40.82258445,-73.95180441,HARLEM-WEST,MANHATTAN,10031,3260,1088
1600000,"189 EDGECOMBE AVENUE,MANHATTAN,NY",40.82243645,-73.94468475,HARLEM-CENTRAL,MANHATTAN,10030,2502,1667
419000,"927 ELDER AVE,BRONX,NY",40.822399700000005,-73.87799345,SOUNDVIEW,BRONX,10473,1292,1942
2000000,"27 HAMILTON TERRACE,MANHATTAN,NY",40.8223761,-73.94652504,HARLEM-CENTRAL,MANHATTAN,10031,3400,1343
10000000,"656 ST. NICHOLAS AVENUE,MANHATTAN,NY",40.82229575,-73.94524029,HARLEM-CENTRAL,MANHATTAN,10030,20640,5000
2260000,"516 WEST 140TH STREET,MANHATTAN,NY",40.8222683,-73.95094016,HARLEM-WEST,MANHATTAN,10031,2845,1499
3450000,"21 HAMILTON TERRACE,MANHATTAN,NY",40.8222575,-73.94662694,HARLEM-CENTRAL,MANHATTAN,10031,4320,756
445000,"516 REYNOLDS AVENUE,BRONX,NY",40.8220419,-73.809421,THROGS NECK,BRONX,10465,1224,2616
568000,"2859 DEWEY AVENUE,BRONX,NY",40.82203675,-73.82077127,THROGS NECK,BRONX,10465,1600,2500
3295000,"702 GRAND CONCOURSE,BRONX,NY",40.822035,-73.92457940000001,MELROSE/CONCOURSE,BRONX,10451,1680,6890
422500,"512 REYNOLDS AVE,BRONX,NY",40.8219567,-73.80936505,THROGS NECK,BRONX,10465,1224,2421
6800000,"526 WEST 139TH STREET,MANHATTAN,NY",40.82183,-73.95185009999999,HARLEM-WEST,MANHATTAN,10031,17265,4996
354028,"41 PENNYFIELD CAMP,BRONX,NY",40.8217641,-73.80624762,THROGS NECK,BRONX,10465,672,2640
455000,"514 PRENTISS AVENUE,BRONX,NY",40.82174065,-73.81024211,THROGS NECK,BRONX,10465,1224,2292
459000,"2140 HOMER AVENUE,BRONX,NY",40.8215027,-73.85000235,CASTLE HILL/UNIONPORT,BRONX,10473,1344,3742
329000,"200 THROGGS NECK BLVD,BRONX,NY",40.8214533,-73.82419108,THROGS NECK,BRONX,10465,884,2810
689000,"2246 SEWARD AVENUE,BRONX,NY",40.8211758,-73.84642109,CASTLE HILL/UNIONPORT,BRONX,10473,2112,3750
439000,"273 REYNOLDS AVENUE,BRONX,NY",40.820936200000006,-73.8094455,THROGS NECK,BRONX,10465,1224,2038
359000,"710 BRUSH AVE,BRONX,NY",40.8209262,-73.8375171,THROGS NECK,BRONX,10465,1033,2842
572000,"435 CALHOUN AVENUE,BRONX,NY",40.82082055,-73.8206921,THROGS NECK,BRONX,10465,1700,5088
595204,"437 QUINCY AVE,BRONX,NY",40.82052265,-73.82151385,THROGS NECK,BRONX,10465,1520,2517
360000,"854 UNION AVENUE,BRONX,NY",40.82043175,-73.902557,MORRISANIA/LONGWOOD,BRONX,10459,1152,1890
2200000,"114 EDGECOMBE AVENUE,MANHATTAN,NY",40.819914600000004,-73.94559182,HARLEM-CENTRAL,MANHATTAN,10030,3951,1488
2100000,"112 EDGECOMBE AVENUE,MANHATTAN,NY",40.81986575,-73.94560194,HARLEM-CENTRAL,MANHATTAN,10030,3591,1431
625000,"2858 SAMPSON AVE,BRONX,NY",40.81978495,-73.81945648,THROGS NECK,BRONX,10465,1617,2500
275000,"235 LONGSTREET AVENUE,BRONX,NY",40.819599,-73.80673279999999,THROGS NECK,BRONX,10465,846,2500
349000,"789 JACKSON AVENUE,BRONX,NY",40.81948215,-73.90677215,MORRISANIA/LONGWOOD,BRONX,10456,1152,2562
2495000,"76 EDGECOMBE AVENUE,MANHATTAN,NY",40.81905510000001,-73.946303,HARLEM-CENTRAL,MANHATTAN,10030,4611,1608
490000,"278 LOGAN AVENUE,BRONX,NY",40.81872185,-73.81550895,THROGS NECK,BRONX,10465,1600,2500
539000,"2878 MILES AVENUE,BRONX,NY",40.8185679,-73.81780086,THROGS NECK,BRONX,10465,1600,2352
3050000,"238 WEST 139TH STREET,MANHATTAN,NY",40.8183547,-73.94353495,HARLEM-CENTRAL,MANHATTAN,10030,3620,1699
508000,"2995 LAWTON AVENUE,BRONX,NY",40.8180661,-73.81371197,THROGS NECK,BRONX,10465,1600,2800
555000,"829 LONGFELLOW AVENUE,BRONX,NY",40.81802365,-73.88575440000001,HUNTS POINT,BRONX,10474,1606,1963
410000,"298 QUINCY AVENUE,BRONX,NY",40.81777039999999,-73.8194922,THROGS NECK,BRONX,10465,1012,2600
710000,"2787 MILES AVE,BRONX,NY",40.817756700000004,-73.8209384,THROGS NECK,BRONX,10465,944,12500
380000,"389 PENNYFIELD AVENUE,BRONX,NY",40.81768715,-73.80991155,THROGS NECK,BRONX,10465,672,2500
2300000,"288 W. 137TH STREET,MANHATTAN,NY",40.817366899999996,-73.94505659,HARLEM-CENTRAL,MANHATTAN,10030,3036,1549
5600000,"445 GERARD AVENUE,BRONX,NY",40.81734345,-73.92998922,MOTT HAVEN/PORT MORRIS,BRONX,10451,10000,10000
735000,"2759 MILES AVENUE,BRONX,NY",40.817319899999994,-73.8219946,THROGS NECK,BRONX,10465,2000,5000
5000000,"417 GERARD AVE,BRONX,NY",40.81721716,-73.93003808,MOTT HAVEN/PORT MORRIS,BRONX,10451,8993,9200
310000,"272 SWINTON AVE,BRONX,NY",40.81700479999999,-73.8199616,THROGS NECK,BRONX,10465,888,3742
1300000,"255 WEST 136TH STREET,MANHATTAN,NY",40.8169495,-73.94505955,HARLEM-CENTRAL,MANHATTAN,10030,2400,1599
699000,"4362 LOCUST POINT DRIVE,BRONX,NY",40.8168651,-73.80161190000001,THROGS NECK,BRONX,10465,2037,5000
975000,"742 KELLY STREET,BRONX,NY",40.81683175,-73.89909928,MORRISANIA/LONGWOOD,BRONX,10455,2610,2500
340000,"4380 LOCUST POINT DRIVE,BRONX,NY",40.81663775,-73.80087293,THROGS NECK,BRONX,10465,810,2500
440000,"3088 HARDING AVENUE,BRONX,NY",40.81660235,-73.80820788,THROGS NECK,BRONX,10465,1332,2565
590000,"4386 LOCUST POINT DRIVE,BRONX,NY",40.81656425,-73.80061946,THROGS NECK,BRONX,10465,1512,2500
300000,"3068 HARDING AVENUE,BRONX,NY",40.81655265,-73.80923708,THROGS NECK,BRONX,10465,960,2304
418000,"3054 HARDING AVENUE,BRONX,NY",40.8165017,-73.80975425,THROGS NECK,BRONX,10465,960,2520
588000,"220 REVERE AVENUE,BRONX,NY",40.8163655,-73.8167108,THROGS NECK,BRONX,10465,1836,3051
975000,"529 UNDERHILL AVENUE,BRONX,NY",40.8162997,-73.85928957,SOUNDVIEW,BRONX,10473,2100,5000
435000,"3271 GIEGERICH PLACE,BRONX,NY",40.8162276,-73.800791,THROGS NECK,BRONX,10465,1056,2500
449900,"3288 GIEGERICH PLACE,BRONX,NY",40.8161885,-73.80028025,THROGS NECK,BRONX,10465,1332,3117
399000,"506 WHITE PLAINS ROAD,BRONX,NY",40.81600585,-73.85653359,CASTLE HILL/UNIONPORT,BRONX,10473,1245,3000
386500,"150 KEARNEY AVENUE,BRONX,NY",40.8159085,-73.81051366,THROGS NECK,BRONX,10465,1008,4247
422000,"251 BRINSMADE AVE,BRONX,NY",40.81588745,-73.82088375,THROGS NECK,BRONX,10465,1080,2442
420000,"234 BRINSMADE AVE,BRONX,NY",40.81569625,-73.8202145,THROGS NECK,BRONX,10465,1224,2642
300000,"3247 GIEGERICH PLACE,BRONX,NY",40.81559595,-73.80119139,THROGS NECK,BRONX,10465,630,2658
3350000,"255 WEST 134TH STREET,MANHATTAN,NY",40.8155531,-73.94594976,HARLEM-CENTRAL,MANHATTAN,10030,2025,1499
565000,"416 TURNEUR AVENUE,BRONX,NY",40.81554415,-73.84589555,CASTLE HILL/UNIONPORT,BRONX,10473,1672,6387
438000,"231 BRINSMADE AVENUE,BRONX,NY",40.8154076,-73.8205986,THROGS NECK,BRONX,10465,1080,1800
600000,"3250 GIEGERICH PLACE,BRONX,NY",40.81533315,-73.80087606,THROGS NECK,BRONX,10465,1898,4058
503000,"258 BUTTRICK AVENUE,BRONX,NY",40.81519995,-73.82422991,THROGS NECK,BRONX,10465,820,2500
500000,"3097 CHAFFEE AVENUE,BRONX,NY",40.81517105,-73.80731341,THROGS NECK,BRONX,10465,1620,3742
750000,"WHITTIER STREET,BRONX,NY",40.8150466,-73.88375699999999,HUNTS POINT,BRONX,0,300,6054
430500,"252 BUTTRICK AVENUE,BRONX,NY",40.814993,-73.82403898,THROGS NECK,BRONX,10465,1138,5000
420000,"1767 LACOMBE AVENUE,BRONX,NY",40.814935299999995,-73.86390606,SOUNDVIEW,BRONX,10473,1185,3000
399000,"239 BUTTRICK AVENUE,BRONX,NY",40.81486135,-73.82438235,THROGS NECK,BRONX,10465,1100,1800
580000,"2226 NORTON AVENUE,BRONX,NY",40.81469305,-73.84645894,CASTLE HILL/UNIONPORT,BRONX,10473,1902,2325
540000,"248 DAVIS AVENUE,BRONX,NY",40.81466325,-73.8249165,THROGS NECK,BRONX,10465,1750,2500
600000,"1263 SPOFFORD AVENUE,BRONX,NY",40.81447,-73.88726199999999,HUNTS POINT,BRONX,10474,1750,2500
350000,"2922 SCHURZ AVENUE,BRONX,NY",40.81446365,-73.81417268,THROGS NECK,BRONX,10465,1026,7500
4325000,"422 ST NICHOLAS AVENUE,MANHATTAN,NY",40.8144429,-73.94904976,HARLEM-CENTRAL,MANHATTAN,10027,11105,2765
439000,"3236 TIERNEY PLACE,BRONX,NY",40.81440739999999,-73.8005798,THROGS NECK,BRONX,10465,884,3303
389000,"2755 SCHURZ AVENUE,BRONX,NY",40.81433665,-73.82036670000001,THROGS NECK,BRONX,10465,1224,1638
659000,"3180 GIEGERICH PLACE,BRONX,NY",40.814249200000006,-73.80266531,THROGS NECK,BRONX,10465,1820,6000
7325000,"1123 WORTHEN STREET,BRONX,NY",40.81409263,-73.8939165,HUNTS POINT,BRONX,10474,14320,19520
3750000,"16 WEST 130 STREET,MANHATTAN,NY",40.8137724,-73.9498821,HARLEM-CENTRAL,MANHATTAN,10037,3000,2498
1525000,"111 WEST 130 STREET,MANHATTAN,NY",40.8137724,-73.9498821,HARLEM-CENTRAL,MANHATTAN,10027,3025,1998
2000000,"131 WEST 130 STREET,MANHATTAN,NY",40.8137724,-73.9498821,HARLEM-CENTRAL,MANHATTAN,10027,3334,1665
725000,"232 WEST 132ND STREET,MANHATTAN,NY",40.81373525,-73.94638842,HARLEM-CENTRAL,MANHATTAN,10027,2250,1499
499000,"2615 HARDING AVENUE,BRONX,NY",40.81365065,-73.82596215,THROGS NECK,BRONX,10465,1368,1710
1431326,"35 WEST 128 STREET,MANHATTAN,NY",40.813495,-73.95311,HARLEM-CENTRAL,MANHATTAN,10027,2058,1249
3760000,"111 WEST 128 STREET,MANHATTAN,NY",40.813495,-73.95311,HARLEM-CENTRAL,MANHATTAN,10027,4800,2498
1500000,"8 CONVENT AVENUE,MANHATTAN,NY",40.813061299999994,-73.95332661,HARLEM-WEST,MANHATTAN,10027,1850,799
1445000,"6 CONVENT AVENUE,MANHATTAN,NY",40.81300529999999,-73.9533281,HARLEM-WEST,MANHATTAN,10027,1850,846
1700000,"131 WEST 132ND STREET,MANHATTAN,NY",40.81285815,-73.94338739,HARLEM-CENTRAL,MANHATTAN,10027,3400,1699
1750000,"1360 RANDALL AVENUE,BRONX,NY",40.81221075,-73.88223254,HUNTS POINT,BRONX,10474,3784,32108
390000,"338 THIERIOT AVENUE,BRONX,NY",40.81218715,-73.85961999999999,SOUNDVIEW,BRONX,10473,840,2500
455000,"312 NEWMAN,BRONX,NY",40.812031299999994,-73.85460355,SOUNDVIEW,BRONX,10473,1400,2785
1000000,"1141 LEGGETT AVENUE,BRONX,NY",40.81174297,-73.89478645,HUNTS POINT,BRONX,10474,1584,5975
540000,"424 EAST 143RD STREET,BRONX,NY",40.81173015,-73.91967706,MOTT HAVEN/PORT MORRIS,BRONX,10454,1672,2500
1575000,"160 WEST 130TH STREET,MANHATTAN,NY",40.8116507,-73.94530306,HARLEM-CENTRAL,MANHATTAN,10027,2700,1873
685000,"434 EAST 143RD STREET,BRONX,NY",40.81161470000001,-73.91943540000001,MOTT HAVEN/PORT MORRIS,BRONX,10454,1428,1400
2400000,"2582 3RD AVE,BRONX,NY",40.8115692,-73.926002,MOTT HAVEN/PORT MORRIS,BRONX,10454,6386,4656
458784,"236 BETTS AVENUE,BRONX,NY",40.81135595,-73.8502441,SOUNDVIEW,BRONX,10473,1140,1925
959000,"295 ALEXANDER AVENUE,BRONX,NY",40.81127725,-73.9245491,MOTT HAVEN/PORT MORRIS,BRONX,10454,2724,1127
900000,"872 EAST 147TH STREET,BRONX,NY",40.81022325,-73.90462996,MOTT HAVEN/PORT MORRIS,BRONX,10455,2106,5000
465000,"221 NEWMAN AVENUE,BRONX,NY",40.8100651,-73.85464585,SOUNDVIEW,BRONX,10473,1260,2772
430000,"3088 ALAN PLACE,BRONX,NY",40.80994735,-73.80302777,THROGS NECK,BRONX,10465,468,1663
217300,"9 SCHUYLER TERRACE,BRONX,NY",40.8098217,-73.80279708,THROGS NECK,BRONX,10465,558,1085
750000,"423 WALES AVENUE,BRONX,NY",40.80963605,-73.90872861,MOTT HAVEN/PORT MORRIS,BRONX,10455,1000,5000
9400000,"21 WEST 106 STREET,MANHATTAN,NY",40.809622999999995,-73.9348875,MANHATTAN VALLEY,MANHATTAN,10025,11390,3028
2190000,"418 BRYANT AVENUE,BRONX,NY",40.8095974,-73.88394248,HUNTS POINT,BRONX,10474,7000,12500
720000,"450 EAST 140TH STREET,BRONX,NY",40.80954915,-73.9203969,MOTT HAVEN/PORT MORRIS,BRONX,10454,2400,1667
2820000,"147 WEST 126TH STREET,MANHATTAN,NY",40.80930485,-73.94657139,HARLEM-CENTRAL,MANHATTAN,10027,4070,1682
3003837,"145 WEST 126TH STREET,MANHATTAN,NY",40.8092836,-73.94652069,HARLEM-CENTRAL,MANHATTAN,10027,2286,1499
2200000,"129 WEST 126TH STREET,MANHATTAN,NY",40.8091085,-73.9460949,HARLEM-CENTRAL,MANHATTAN,10027,3335,2495
6438317,"342 LENOX AVENUE,MANHATTAN,NY",40.80908585,-73.94407514,HARLEM-CENTRAL,MANHATTAN,10027,17900,6300
2675000,"125 WEST 126TH STREET,MANHATTAN,NY",40.8090593,-73.94599354,HARLEM-CENTRAL,MANHATTAN,10027,3332,1665
500000,"1330 EAST BAY AVENUE,BRONX,NY",40.80901686,-73.88351664,HUNTS POINT,BRONX,10474,120,9400
2165000,"2052 MADISON AVENUE,MANHATTAN,NY",40.80882265,-73.9386887,HARLEM-CENTRAL,MANHATTAN,10035,4140,1231
