,sale price,address,latitude,longitude,neighborhood,burough,zip code,gross sq feet,land sq feet
872,550000,"104-28 199TH STREET, HOLLIS, QUEENS, NEW YORK, NY, 11412",40.7077393,-73.7594967539017,HOLLIS,QUEENS,11412,1800,3000
874,2200000,"814 DEAN STREET, CROWN HEIGHTS, BROOKLYN, NEW YORK, NY, 11238",40.6770596,-73.9529889,CROWN HEIGHTS,BROOKLYN,11238,0,0
875,305000,"134-24 243RD STREET, ROSEDALE, QUEENS, NEW YORK, NY, 11422",40.6640544,-73.736527,ROSEDALE,QUEENS,11422,917,4000
876,275000,"181 BUTTRICK AVENUE, THROGS NECK, BRONX, NEW YORK, NY, 10465",40.813349,-73.8236092403262,THROGS NECK,BRONX,10465,0,0
878,210000,"464 BAY RIDGE PARKWAY, BAY RIDGE, BROOKLYN, NEW YORK, NY, 11209",40.6297294,-74.0234896166985,BAY RIDGE,BROOKLYN,11209,2642,2000
881,630000,"12 WATERSIDE PARKWAY, GREAT KILLS, STATEN ISLAND, NEW YORK, NY, 10308",40.5466442,-74.14025925,GREAT KILLS,STATEN ISLAND,10308,1650,5360
886,450000,"87-09 97TH AVENUE, OZONE PARK, QUEENS, NEW YORK, NY, 11416",40.685722,-73.847608,OZONE PARK,QUEENS,11416,1408,5000
892,1050000,"618 WASHINGTON AVENUE, PROSPECT HEIGHTS, BROOKLYN, NEW YORK, NY, 11238",40.6800467,-73.9644476517522,PROSPECT HEIGHTS,BROOKLYN,11238,0,0
896,452000,"212-19 JAMAICA AVENUE, QUEENS VILLAGE, QUEENS, NEW YORK, NY, 11428",40.71601915,-73.7463818119,QUEENS VILLAGE,QUEENS,11428,1664,1680
900,390000,"114 WALWORTH STREET, BEDFORD STUYVESANT, BROOKLYN, NEW YORK, NY, 11205",40.6955332580645,-73.9545638064516,BEDFORD STUYVESANT,BROOKLYN,11205,0,0
901,70000,"60-70 WOODHAVEN BOULEVARD, MIDDLE VILLAGE, QUEENS, NEW YORK, NY, 11373",40.7261604,-73.8703143,MIDDLE VILLAGE,QUEENS,11373, -  , -  
903,352000,"22 BACHE STREET, PORT RICHMOND, STATEN ISLAND, NEW YORK, NY, 10302",40.62844545,-74.13151375,PORT RICHMOND,STATEN ISLAND,10302,1120,2108
904,600000,"22-26 124TH   STREET, COLLEGE POINT, QUEENS, NEW YORK, NY, 11356",40.77935265,-73.8444010515647,COLLEGE POINT,QUEENS,11356,879,2500
905,615000,"60 APPLEBY AVENUE, SOUTH BEACH, STATEN ISLAND, NEW YORK, NY, 10305",40.5913676875,-74.0795447083333,SOUTH BEACH,STATEN ISLAND,10305,1352,2500
906,545000,"5-17 129TH   STREET, COLLEGE POINT, QUEENS, NEW YORK, NY, 11356",40.780152,-73.839684,COLLEGE POINT,QUEENS,11356, -  , -  
908,1181170,"42-60 CRESCENT STREET, LONG ISLAND CITY, QUEENS, NEW YORK, NY, 11101",40.74919945,-73.9421309693457,LONG ISLAND CITY,QUEENS,11101, -  , -  
909,1880000,"1 HANSON PLACE, FORT GREENE, BROOKLYN, NEW YORK, NY, 11217",40.6855462,-73.9777235818254,FORT GREENE,BROOKLYN,11217,0,0
910,109293,"379 EAST 98TH   STREET, BROWNSVILLE, BROOKLYN, NEW YORK, NY, 11212",40.6590703333333,-73.9161713703704,BROWNSVILLE,BROOKLYN,11212,0,810
912,682227,"1059 MANHATTAN AVENUE, GREENPOINT, BROOKLYN, NEW YORK, NY, 11222",40.7348999090909,-73.9551412727273,GREENPOINT,BROOKLYN,11222,0,0
915,355000,"115-08 217TH   STREET, CAMBRIA HEIGHTS, QUEENS, NEW YORK, NY, 11411",40.7007774,-73.74053915,CAMBRIA HEIGHTS,QUEENS,11411,1554,2200
916,840056,"2711 HARDING AVENUE, THROGS NECK, BRONX, NEW YORK, NY, 10465",40.8148364,-73.8225452,THROGS NECK,BRONX,10465,3250,3900
919,630000,"244 OCEANVIEW AVENUE, BRIGHTON BEACH, BROOKLYN, NEW YORK, NY, 11235",40.5787472,-73.96527705861,BRIGHTON BEACH,BROOKLYN,11235,1408,2000
921,635000,"2833 OCEAN PARKWAY, BRIGHTON BEACH, BROOKLYN, NEW YORK, NY, 11235",40.5806476,-73.9670355,BRIGHTON BEACH,BROOKLYN,11235,0,0
922,1199000,"11871 80TH   ROAD, KEW GARDENS, QUEENS, NEW YORK, NY, 11415",40.7110355918367,-73.8342212244898,KEW GARDENS,QUEENS,11415,4088,2613
924,475000,"2321 HEALY, FAR ROCKAWAY, QUEENS, NEW YORK, NY, 11691",40.604266,-73.765195,FAR ROCKAWAY,QUEENS,11691,2057,5320
926,8200000,"1301-1311 AVENUE J, MIDWOOD, BROOKLYN, NEW YORK, NY, 11230",40.625077,-73.963103,MIDWOOD,BROOKLYN,11230,30000,18000
927,238290,"145 LINCOLN AVENUE, GRANT CITY, STATEN ISLAND, NEW YORK, NY, 10306",40.5790428,-74.1075980424489,GRANT CITY,STATEN ISLAND,10306, -  , -  
928,1200000,"40 BROAD STREET, FINANCIAL, MANHATTAN, NEW YORK, NY, 10004",40.7059776,-74.0115846,FINANCIAL,MANHATTAN,10004, -  , -  
930,879000,"6912 AVENUE M, BERGEN BEACH, BROOKLYN, NEW YORK, NY, 11234",40.6237559,-73.9135547,BERGEN BEACH,BROOKLYN,11234,2920,5079
931,1150000,"90-10 43RD AVENUE, ELMHURST, QUEENS, NEW YORK, NY, 11373",40.7429078,-73.8752415295892,ELMHURST,QUEENS,11373,2450,2000
934,1100000,"2506 NEWKIRK AVENUE, FLATBUSH-CENTRAL, BROOKLYN, NEW YORK, NY, 11226",40.6395025,-73.9527921235423,FLATBUSH-CENTRAL,BROOKLYN,11226,3933,5000
938,975000,"550 VANDERBILT AVENUE, PROSPECT HEIGHTS, BROOKLYN, NEW YORK, NY, 11238",40.6803931,-73.9681304,PROSPECT HEIGHTS,BROOKLYN,11238,0,0
940,250000,"330 HARBOR ROAD, MARINERS HARBOR, STATEN ISLAND, NEW YORK, NY, 10303",40.62832715,-74.1606775501,MARINERS HARBOR,STATEN ISLAND,10303,1057,3345
943,589566,"149 ELSON STREET, BULLS HEAD, STATEN ISLAND, NEW YORK, NY, 10314",40.617946,-74.166038,BULLS HEAD,STATEN ISLAND,10314,1884,2369
947,740000,"80-19 160TH   AVENUE, HOWARD BEACH, QUEENS, NEW YORK, NY, 11414",40.65606715,-73.85097965,HOWARD BEACH,QUEENS,11414,2100,4140
948,3150000,"407 GREENWICH STREET, TRIBECA, MANHATTAN, NEW YORK, NY, 10013",40.7211291428571,-74.0098804285714,TRIBECA,MANHATTAN,10013, -  , -  
957,245000,"26 ASHLEY LANE, ROSSVILLE, STATEN ISLAND, NEW YORK, NY, 10309",40.5470102,-74.21808045,ROSSVILLE,STATEN ISLAND,10309,1870,929
959,940000,"136 ST MARKS PLACE, PARK SLOPE, BROOKLYN, NEW YORK, NY, 11217",40.68079405,-73.9778954987947,PARK SLOPE,BROOKLYN,11217,0,0
960,330000,"2710 CRUGER AVENUE, BRONXDALE, BRONX, NEW YORK, NY, 10467",40.865680050505,-73.8662264646465,BRONXDALE,BRONX,10467,1690,2500
965,1005136,"138-35 39TH   AVENUE, FLUSHING-NORTH, QUEENS, NEW YORK, NY, 11354",40.7610935,-73.8273096,FLUSHING-NORTH,QUEENS,11354, -  , -  
966,5916032,"50 WEST STREET, FINANCIAL, MANHATTAN, NEW YORK, NY, 10006",40.7077639,-74.0150151418802,FINANCIAL,MANHATTAN,10006, -  , -  
968,775000,"42 SHAW PLACE, WESTERLEIGH, STATEN ISLAND, NEW YORK, NY, 10302",40.622407,-74.1332409,WESTERLEIGH,STATEN ISLAND,10302,2264,11440
970,450000,"221-34 DAVENPORT AVENUE, QUEENS VILLAGE, QUEENS, NEW YORK, NY, 11428",40.72481655,-73.7355538,QUEENS VILLAGE,QUEENS,11428,1136,2500
974,415740,"107-16 37TH   AVENUE, CORONA, QUEENS, NEW YORK, NY, 11368",40.7537727,-73.8609713,CORONA,QUEENS,11368, -  , -  
975,785000,"256 BEACH 135TH STREET, BELLE HARBOR, QUEENS, NEW YORK, NY, 11694",40.57560055,-73.85343955,BELLE HARBOR,QUEENS,11694,1548,3000
976,840000,"742 UNION STREET, PARK SLOPE, BROOKLYN, NEW YORK, NY, 11215",40.6754686,-73.9785757,PARK SLOPE,BROOKLYN,11215,0,0
981,1310000,"84-38 57TH   ROAD, ELMHURST, QUEENS, NEW YORK, NY, 11373",40.7306356,-73.8771010575635,ELMHURST,QUEENS,11373,2850,1975
983,505000,"66-70 79TH   STREET, MIDDLE VILLAGE, QUEENS, NEW YORK, NY, 11379",40.71376545,-73.874695945806,MIDDLE VILLAGE,QUEENS,11379, -  , -  
984,669741,"131-05 40TH   ROAD, FLUSHING-NORTH, QUEENS, NEW YORK, NY, 11354",40.7560827,-73.8357912,FLUSHING-NORTH,QUEENS,11354, -  , -  
985,830000,"1853 54TH   STREET, BOROUGH PARK, BROOKLYN, NEW YORK, NY, 11204",40.626756,-73.985966,BOROUGH PARK,BROOKLYN,11204,1036,2204
986,145105,"69-23 HESSLER AVENUE, ARVERNE, QUEENS, NEW YORK, NY, 11692",40.59388535,-73.7994333525655,ARVERNE,QUEENS,11692,1925,3000
991,560000,"273 NEAL DOW AVENUE, WESTERLEIGH, STATEN ISLAND, NEW YORK, NY, 10314",40.61700435,-74.135642479424,WESTERLEIGH,STATEN ISLAND,10314,1648,6000
993,11100000,"189 MONTAGUE STREET, BROOKLYN HEIGHTS, BROOKLYN, NEW YORK, NY, 11201",40.6942001,-73.9916917,BROOKLYN HEIGHTS,BROOKLYN,11201,0,10000
997,1870000,"35 MONROE STREET, BEDFORD STUYVESANT, BROOKLYN, NEW YORK, NY, 11238",40.6848056,-73.9577601457606,BEDFORD STUYVESANT,BROOKLYN,11238,2916,1509
999,512000,"1394 EAST 52ND STREET, FLATLANDS, BROOKLYN, NEW YORK, NY, 11234",40.6255271,-73.9259013559058,FLATLANDS,BROOKLYN,11234,1744,2217
